Date,Close,Open,Price_diff,fng_value,RSI
2020-11-26,8660.45459569389,9458.590715691253,-798.1361199973635,93.0,57.51274800875411
2020-11-27,8639.150103439539,8662.151114174481,-23.00101073494261,86.0,56.768000687087245
2020-11-28,8947.035186293351,8641.432542486806,305.6026438065456,87.0,63.03153365524988
2020-11-29,9183.13874862588,8948.152266947873,234.9864816780082,89.0,66.626760006111
2020-11-30,9913.669137715968,9183.557877896605,730.1112598193631,88.0,69.69236213268239
2020-12-01,9497.75453632796,9917.673569787412,-419.9190334594514,95.0,57.90727866565277
2020-12-02,9698.604428679588,9497.11990139624,201.48452728334811,92.0,59.24513338258994
2020-12-03,9823.716072598583,9701.039877067906,122.67619553067745,92.0,60.4514670483502
2020-12-04,9443.175555930866,9824.503561022046,-381.3280050911799,92.0,50.49384647786992
2020-12-05,9674.825765879154,9442.484383544614,232.34138233454,93.0,53.06200182174636
2020-12-06,9771.117508110432,9674.795955446958,96.321552663474,95.0,55.9000072977796
2020-12-07,9692.74171654663,9770.102799192116,-77.36108264548602,94.0,54.81185612516865
2020-12-08,9251.435349841797,9692.700942897329,-441.265593055532,95.0,45.193720631688706
2020-12-09,9370.845518228069,9251.29981362986,119.54570459820934,86.0,48.829598341859
2020-12-10,9224.126462673908,9370.541126081396,-146.41466340748775,94.0,57.83867576854331
2020-12-11,9118.824059347102,9223.595125251552,-104.77106590444964,89.0,56.53006961247701
2020-12-12,9494.903676757349,9114.996659923603,379.9070168337457,90.0,57.40578171808182
2020-12-13,9667.717100234218,9496.46523815111,171.2518620831088,91.0,56.6568295042429
2020-12-14,9719.317119724576,9668.791530568358,50.52558915621739,95.0,46.655381393708524
2020-12-15,9805.043648548208,9719.456396635118,85.58725191308986,91.0,55.90820551582815
2020-12-16,10759.379455057606,9805.918892249054,953.460562808552,92.0,65.76796273563139
2020-12-17,11507.710205378717,10758.252427608577,749.4577777701397,92.0,71.14603019826991
2020-12-18,11676.069572609422,11508.535211856568,167.5343607528539,95.0,79.61164458886589
2020-12-19,12042.863233654907,11673.491829183502,369.3714044714052,93.0,80.32566889254616
2020-12-20,11843.270127536767,12038.81205710156,-195.54192956479343,92.0,75.93830185599771
2020-12-21,11501.472018064802,11841.857054904567,-340.38503683976523,92.0,71.2661381529319
2020-12-22,11995.525297016127,11496.88284261525,498.6424544008769,88.0,81.83193382871849
2020-12-23,11716.28097211343,11994.9929893049,-278.7120171914685,93.0,76.2705161979074
2020-12-24,11968.163572397942,11715.779491452193,252.3840809457488,86.0,80.00209748661136
2020-12-25,12434.997288499326,11966.964732141383,468.03255635794267,94.0,83.57845538761285
2020-12-26,13322.625502649227,12441.123946234417,881.5015564148107,93.0,85.08639595217086
2020-12-27,13247.767810492998,13323.802316430048,-76.0345059370502,91.0,83.40515933801372
2020-12-28,13661.824319101072,13252.12332152018,409.7009975808924,92.0,84.44604267957368
2020-12-29,13800.992704422322,13660.319372042306,140.6733323800163,91.0,84.59424237465822
2020-12-30,14543.399234938604,13799.810762228277,743.5884727103276,91.0,84.0139312460152
2020-12-31,14621.529924025404,14543.710308238044,77.81961578736082,95.0,81.82270184866209
2021-01-01,14806.618564500492,14617.65921429813,188.95935020236172,94.0,81.90183636133091
2021-01-02,16190.266442204507,14807.776206950302,1382.490235254205,94.0,84.99151451392726
2021-01-03,16550.024290545392,16191.333790685292,358.6904998601003,93.0,88.59994288232244
2021-01-04,16155.325323430634,16564.739073754263,-409.4137503236289,94.0,87.60816507873287
2021-01-05,17175.20014627319,16158.092333282995,1017.1078129901944,93.0,88.56921707409793
2021-01-06,18608.37591162473,17185.954661470034,1422.4212501546972,95.0,93.79921393992315
2021-01-07,19884.76891432056,18613.28902278101,1271.479891539551,91.0,94.51341563982862
2021-01-08,20597.7801696924,19890.18341994721,707.5967497451893,93.0,94.6580530357789
2021-01-09,20335.50044986989,20593.220704176747,-257.7202543068561,93.0,91.21933907533347
2021-01-10,19383.31799688831,20335.30431168296,-951.9863147946526,94.0,82.66401230586784
2021-01-11,17960.58376665849,19378.26417130746,-1417.6804046489706,90.0,70.65220412602025
2021-01-12,17131.260770702367,17935.170359610576,-803.9095889082091,84.0,65.11890214718406
2021-01-13,18842.088854797148,17127.390476029646,1714.6983787675017,78.0,67.9459304301695
2021-01-14,19791.733029530493,18846.38166304972,945.3513664807724,83.0,70.11005435989568
2021-01-15,18603.29620853584,19776.97153869642,-1173.6753301605786,88.0,63.753757128446004
2021-01-16,18289.695364695697,18601.374346755703,-311.6789820600061,84.0,58.27083525979091
2021-01-17,18095.95299990788,18282.43432563463,-186.4813257267488,79.0,56.21906301440261
2021-01-18,18519.645284458024,18096.4625069264,423.1827775316233,79.0,59.51492127784073
2021-01-19,18258.526768253167,18525.749156853668,-267.2223886005013,80.0,54.69999086759303
2021-01-20,17998.311699637117,18248.34556377733,-250.03386414021224,78.0,47.387929017233894
2021-01-21,15595.22198028147,17999.20147157751,-2403.9794912960406,75.0,32.084350373914106
2021-01-22,16703.8609254227,15590.755032737572,1113.1058926851292,40.0,34.33793671013309
2021-01-23,16233.985147258472,16693.6595792152,-459.6744319567279,74.0,33.77970767784079
2021-01-24,16370.622368473503,16232.39069013709,138.2316783364131,70.0,37.33831707014054
2021-01-25,16398.341262780687,16368.676837884055,29.66442489663132,74.0,42.69916369510683
2021-01-26,16505.304435750004,16394.345563401585,110.9588723484194,71.0,46.96916400037476
2021-01-27,15419.930018317997,16502.60222766474,-1082.6722093467451,78.0,31.031047642241063
2021-01-28,16949.538830613626,15423.870998395889,1525.6678322177377,55.0,35.254649304941424
2021-01-29,17382.70391662527,17381.679836612995,1.024080012273771,77.0,40.245728491368226
2021-01-30,17358.40968245711,17372.43100415889,-14.021321701780836,76.0,41.74205227403524
2021-01-31,16771.002146826017,17359.20280557431,-588.2006587482938,78.0,39.74760560999921
2021-02-01,16991.513918381857,16771.092784696484,220.4211336853732,77.0,38.258628672704496
2021-02-02,18001.47557411235,16989.596688896276,1011.878885216076,76.0,46.381771824129025
2021-02-03,19005.816363156253,18001.671692451164,1004.1446707050892,78.0,53.125368460007614
2021-02-04,18722.4730570402,19007.36659834053,-284.893541300331,80.0,67.96831615070799
2021-02-05,19352.196856059283,18725.22388306473,626.9729729945539,81.0,65.77463906974009
2021-02-06,19906.75651150573,19349.100273677297,557.6562378284325,84.0,72.62818354733548
2021-02-07,19715.06708978444,19898.816324047188,-183.7492342627484,86.0,70.26292531878339
2021-02-08,23383.51203293502,19706.66280948095,3676.849223454072,83.0,80.2230228866791
2021-02-09,23530.98632810421,23377.823139427863,153.16318867634618,95.0,80.2993790966668
2021-02-10,22747.091353097225,23525.30363400914,-778.2122809119137,92.0,82.59996027623836
2021-02-11,24248.709958380576,22737.244795636056,1511.46516274452,93.0,82.57667420229318
2021-02-12,24056.845143255217,24232.49522247136,-175.65007921614233,92.0,81.23041785769006
2021-02-13,23852.306733822526,24050.091733019053,-197.7849991965268,92.0,79.86981783956566
2021-02-14,24656.902871964016,23856.847277725643,800.0555942383726,95.0,85.51099857874284
2021-02-15,24266.313263377924,24646.450497073747,-380.1372336958229,93.0,82.36361132226678
2021-02-16,24893.9130283748,24265.88711550273,628.0259128720718,95.0,81.74586077291549
2021-02-17,26381.35532925207,24897.662861772667,1483.6924674794027,95.0,82.51116033905191
2021-02-18,26162.92440421085,26377.31865971886,-214.39425550801025,91.0,83.02286650460205
2021-02-19,28279.101899752764,26161.24502721715,2117.8568725356126,93.0,84.99125749856019
2021-02-20,28373.60694766738,28278.680416293853,94.9265313735268,91.0,84.43099517834459
2021-02-21,29098.7456495361,28357.90670955144,740.8389399846601,91.0,86.51917132336148
2021-02-22,27406.37584682069,29095.17684326097,-1688.8009964402809,94.0,68.67324732689893
2021-02-23,24678.73551024541,27405.07649953928,-2726.340989293869,94.0,54.48930520596826
2021-02-24,25129.776218820884,24684.278227208404,445.4979916124794,76.0,59.23576095391721
2021-02-25,23798.428979542663,25131.464556890347,-1333.035577347684,79.0,48.44458192687464
2021-02-26,23415.94494960014,23842.294355648748,-426.3494060486082,55.0,47.52989116476613
2021-02-27,23342.72391030912,23418.61718690093,-75.89327659181072,56.0,47.97026575485037
2021-02-28,22809.36022363421,23345.49942728851,-536.1392036543002,55.0,42.74642247959061
2021-03-01,25082.75313096541,22820.427600048813,2262.325530916598,38.0,52.61338966027099
2021-03-02,24444.151039276832,25073.10035577685,-628.9493165000167,78.0,48.359514955574596
2021-03-03,25537.237492617183,24462.39012507725,1074.847367539929,78.0,46.889887303714254
2021-03-04,24542.50831243552,25529.067865183133,-986.5595527476144,84.0,44.49816587193112
2021-03-05,24723.955835514884,24525.371937672862,198.58389784202157,77.0,36.43988184877462
2021-03-06,24735.97881956149,24709.761584854125,26.217234707364696,77.0,36.10778716764073
2021-03-07,25894.94342728246,24739.232218460547,1155.711208821911,76.0,38.061831823647665
2021-03-08,26432.779649980293,25878.826139871137,553.9535101091569,81.0,45.99316894476211
2021-03-09,27730.17001393605,26446.074920991174,1284.0950929448773,81.0,63.716154498719916
2021-03-10,28310.445144689194,27730.18521603425,580.2599286549448,68.0,64.15575860062802
2021-03-11,29213.771511258747,28287.52753793452,926.243973324228,73.0,75.23461243076312
2021-03-12,28966.92364717532,29221.890202667262,-254.9665554919411,70.0,76.45739416178549
2021-03-13,30947.65242063676,28972.56888374053,1975.0835368962323,74.0,80.66034214761041
2021-03-14,29965.30300563712,30936.54895748753,-971.2459518504112,78.0,77.93530581445673
2021-03-15,28257.06173153389,29947.745800382683,-1690.6840688487937,76.0,63.17333470197645
2021-03-16,28708.54949036804,28223.95385802202,484.5956323460196,71.0,67.90725247889254
2021-03-17,29744.996009207705,28719.04367423281,1025.952334974896,71.0,67.77772002189289
2021-03-18,29231.98257135932,29756.02737331875,-524.0448019594296,72.0,70.4681740176867
2021-03-19,29481.570110682474,29227.69256892324,253.8775417592369,71.0,70.60765739023816
2021-03-20,29464.29639392785,29474.36000180005,-10.063607872205466,75.0,70.48096319129361
2021-03-21,29065.29945387162,29462.439825937785,-397.1403720661656,73.0,64.79992200946862
2021-03-22,27552.111599489566,29062.56983065687,-1510.458231167304,70.0,54.92696133983336
2021-03-23,27654.91703574963,27543.29436988041,111.62266586922124,66.0,49.99548360477436
2021-03-24,26658.50912514865,27640.596429921126,-982.087304772478,65.0,42.96948260867679
2021-03-25,26122.84597110968,26634.678726814425,-511.83275570474507,60.0,35.979593715893515
2021-03-26,27857.972232492943,26112.24176738597,1745.7304651069717,54.0,45.89691442030037
2021-03-27,28279.17114961304,27858.130931595195,421.0402180178462,65.0,37.99507532620903
2021-03-28,28263.846207634288,28279.88257828705,-16.036370652764163,74.0,41.74237904813069
2021-03-29,29184.548371895624,28262.397405238007,922.1509666576168,72.0,55.68211313606412
2021-03-30,29774.72272459097,29184.484314363,590.238410227972,72.0,56.20103592825913
2021-03-31,29786.34876930437,29781.02796360247,5.320805701900099,76.0,50.614358891664125
2021-04-01,29886.273950297607,29790.349827819315,95.9241224782927,74.0,54.742089474745015
2021-04-02,30057.629956109595,29887.74719247916,169.8827636304377,74.0,54.23452376230496
2021-04-03,29148.16711601913,30064.13448376931,-915.9673677501814,73.0,48.38238247953889
2021-04-04,29737.69661859125,29148.53641129464,589.1602072966089,74.0,54.16123746848498
2021-04-05,29890.60097123444,29738.84856192932,151.75240930512155,71.0,66.44060367769704
2021-04-06,29461.832387788003,29947.906359147422,-486.0739713594194,75.0,61.700356650814555
2021-04-07,28364.696263618847,29458.820337045043,-1094.1240734261955,72.0,60.80437504209075
2021-04-08,29523.787307776955,28389.972410904546,1133.814896872409,73.0,69.86762167064552
2021-04-09,29483.816034086045,29525.12556496277,-41.30953087672606,70.0,61.50173667214133
2021-04-10,30269.265647164288,29488.10382853389,781.1618186303967,70.0,63.48432202145249
2021-04-11,30481.86105217322,30295.74166514784,186.11938702537736,76.0,64.57525220755169
2021-04-12,30327.57980768904,30467.38249425195,-139.80268656291082,74.0,58.04069175566144
2021-04-13,32155.22569273934,30325.76511976138,1829.4605729779576,74.0,64.86454481686961
2021-04-14,31980.149670737534,32165.44763542682,-185.29796468928544,75.0,63.29961545400929
2021-04-15,32095.440880376394,31963.09404035121,132.34684002518406,79.0,63.47019750059452
2021-04-16,31208.75905239032,32067.278623271883,-858.5195708815663,78.0,56.35033567376537
2021-04-17,30750.89188037098,31186.96982147888,-436.0779411078984,76.0,59.71166031788315
2021-04-18,28497.76158225134,30760.18798483178,-2262.4264025804405,79.0,43.36829589814798
2021-04-19,28241.7847718902,28485.63036807045,-243.84559618025375,74.0,41.41432846157446
2021-04-20,28647.388903799656,28219.776348596064,427.6125552035919,73.0,46.04750803712342
2021-04-21,27366.96879258588,28646.5792601487,-1279.6104675628194,73.0,45.188009489304505
2021-04-22,26299.08302282229,27341.26639111363,-1042.1833682913384,65.0,34.09280910091864
2021-04-23,25959.506460455057,26287.475979564864,-327.96951910980715,55.0,33.128278407762735
2021-04-24,25412.075308703334,25984.90115865596,-572.8258499526273,37.0,25.952375397912803
2021-04-25,24906.37032003916,25413.501009234336,-507.13068919517536,31.0,23.322540827131107
2021-04-26,27451.80730964809,24943.6780193574,2508.12929029069,27.0,38.82803238259976
2021-04-27,27980.078136577013,27456.057932605225,524.0202039717879,50.0,31.76609548856912
2021-04-28,27888.935171864032,27982.14414536014,-93.20897349610824,59.0,32.026913237666776
2021-04-29,27257.932307402712,27906.00777226732,-648.075464864607,52.0,29.49087476898454
2021-04-30,29359.62057118863,27264.86570417636,2094.754867012267,51.0,42.83291247731785
2021-05-01,29426.30032343015,29341.70583920881,84.59448422133937,68.0,44.696719223575684
2021-05-02,28828.79223235011,29425.19259368062,-596.4003613305067,66.0,51.49703324866151
2021-05-03,29193.29013034076,28823.237216228248,370.0529141125117,61.0,54.25113417465603
2021-05-04,27227.517729695217,29200.28100770549,-1972.763278010272,68.0,44.22180081937079
2021-05-05,29318.46650883197,27184.6180392351,2133.848469596869,48.0,57.253075304999875
2021-05-06,28798.38577163309,29327.43043686017,-529.0446652270803,65.0,59.519462634759606
2021-05-07,29276.85291373834,28807.027070013883,469.82584372445854,64.0,62.46034984607971
2021-05-08,30068.80474360511,29274.582573115385,794.2221704897238,67.0,67.3825600075312
2021-05-09,29788.23680035964,30107.0390737696,-318.80227340996134,73.0,68.3484831898361
2021-05-10,28603.646337407823,29796.759896712447,-1193.1135593046238,72.0,54.73626062497149
2021-05-11,29063.27273685649,28596.71291819766,466.5598186588286,61.0,54.515197059352374
2021-05-12,25219.612594331647,29069.171218375268,-3849.558624043621,68.0,41.322103572951036
2021-05-13,25490.13951663152,25519.295611594767,-29.1560949632476,31.0,43.03823922132041
2021-05-14,25632.60986878969,25474.304332900192,158.30553588949624,26.0,34.53126304992148
2021-05-15,23999.413716421728,25619.557739665288,-1620.1440232435598,27.0,30.291518775418297
2021-05-16,23839.4078493464,23978.203543692525,-138.79569434612495,20.0,31.27851321477135
2021-05-17,22328.146933915097,23818.42249719709,-1490.2755632819935,27.0,26.52764168897575
2021-05-18,22030.06246514976,22302.490486333896,-272.42802118413965,21.0,29.87773194742752
2021-05-19,18917.879643783795,22048.32451821164,-3130.4448744278416,23.0,13.062413328405157
2021-05-20,20863.691642222853,18789.90718664385,2073.7844555790034,11.0,24.758479801708162
2021-05-21,19063.6428088966,20768.745546266586,-1705.1027373699872,19.0,20.25946341148186
2021-05-22,19155.950266231743,19097.7095986823,58.24066754944215,12.0,16.70365703537138
2021-05-23,17740.51756354913,19153.810712874903,-1413.2931493257747,14.0,15.664859971237902
2021-05-24,19799.09076925225,17703.738955681325,2095.351813570924,10.0,26.226293789703632
2021-05-25,19657.19165328384,19844.876672998365,-187.6850197145286,22.0,24.067315253661675
2021-05-26,20134.88616654917,19652.422990571853,482.4631759773183,22.0,32.77005290136766
2021-05-27,19681.019910559724,20146.225500205903,-465.2055896461789,27.0,31.83558957082157
2021-05-28,18258.09699511491,19717.173035321382,-1459.0760402064734,21.0,28.38571335466291
2021-05-29,17693.225701094725,18250.384100899773,-557.1583998050482,18.0,30.328723992588735
2021-05-30,18243.33515051872,17688.700804937627,554.6343455810929,10.0,33.01616157696027
2021-05-31,19124.68858763725,18233.07136216984,891.6172254674129,18.0,40.11401618660874
2021-06-01,18788.07847964428,19103.94171703778,-315.86323739349973,20.0,40.00080176552911
2021-06-02,19247.287813010367,18795.698000306114,451.5898127042528,23.0,51.983694113714236
2021-06-03,20089.82877849028,19259.79715675198,830.031621738297,24.0,46.775811729195624
2021-06-04,18903.56433208853,20107.04315274872,-1203.4788206601916,27.0,48.91556474056324
2021-06-05,18223.12635908552,18896.96071632892,-673.8343572433987,24.0,45.81261138468728
2021-06-06,18392.219360385465,18216.316525487004,175.90283489846115,17.0,52.99350257925305
2021-06-07,17218.94291798652,18378.32433551758,-1159.3814175310615,15.0,35.99348562707078
2021-06-08,17163.19987782508,17234.097381249216,-70.8975034241339,13.0,36.445915827309626
2021-06-09,19115.340795139,17134.125224023308,1981.215571115692,14.0,45.273796771715965
2021-06-10,18770.682771772525,19137.994177246987,-367.31140547446194,21.0,45.688316456486795
2021-06-11,19067.06088807404,18768.10866089888,298.952227175163,21.0,54.38538610017441
2021-06-12,18178.99394928895,19070.09596766226,-891.102018373309,28.0,52.54451867867658
2021-06-13,19974.945569152533,18180.686544590066,1794.259024562467,23.0,57.841652450804354
2021-06-14,20540.110360256505,19934.50362877585,605.6067314806569,28.0,56.72720061596381
2021-06-15,20646.152321791204,20652.79769714028,-6.645375349075039,38.0,58.39615545393635
2021-06-16,19575.88208798773,20516.27164865181,-940.38956066408,33.0,51.695278048374476
2021-06-17,19430.120490453766,19573.015448666803,-142.89495821303717,26.0,47.09073658508058
2021-06-18,18273.403696409016,19453.537887029423,-1180.134190620407,25.0,47.19758529190332
2021-06-19,18179.04410838701,18307.64690611027,-128.60279772325885,23.0,49.8387463576142
2021-06-20,18231.397250172275,18151.46184596762,79.93540420465433,21.0,49.33976399279012
2021-06-21,16158.610186095795,18202.60456163332,-2043.9943755375225,23.0,45.19555221107045
2021-06-22,16570.364529718827,16131.151286892367,439.21324282645946,10.0,47.69779517142361
2021-06-23,17199.58582898199,16576.002429723372,623.5833992586195,14.0,40.25674429901158
2021-06-24,17670.00929617219,17176.297369722095,493.7119264500943,22.0,44.83659781353821
2021-06-25,16127.864913295469,17668.476155485292,-1540.611242189823,27.0,36.99410263590956
2021-06-26,16404.595009966564,16105.897962709105,298.6970472574594,20.0,42.01288470628684
2021-06-27,17661.03808184624,16455.527437619563,1205.510644226677,22.0,38.50399814490623
2021-06-28,17569.509724310563,17676.188770833764,-106.67904652320068,25.0,34.024338306148735
2021-06-29,18299.923572069107,17590.756272193863,709.1672998752438,25.0,38.7573790882086
2021-06-30,17904.94573286317,18320.831552747182,-415.8858198840135,28.0,40.91799215377975
2021-07-01,17143.784495260643,17902.508786380073,-758.7242911194298,28.0,38.40428836128073
2021-07-02,17312.063275546287,17131.898605418577,180.16467012770957,21.0,44.65612528518333
2021-07-03,17710.6757101693,17290.86515729509,419.81055287420895,24.0,47.7666676622935
2021-07-04,18036.16821118198,17709.24875015706,326.91946102491784,27.0,49.11574655437093
2021-07-05,17245.16301559687,18034.476889510748,-789.3138739138776,29.0,56.53325077025315
2021-07-06,17511.160728444756,17233.794694197477,277.36603424727946,20.0,55.66965556515693
2021-07-07,17320.210614863856,17506.120985615773,-185.91037075191707,28.0,50.740892537103505
2021-07-08,16798.76581544042,17337.82931542404,-539.0634999836184,20.0,44.07677778069075
2021-07-09,17263.72541097179,16790.17435763188,473.5510533399101,20.0,58.19237762587247
2021-07-10,17119.225143389587,17270.423733836567,-151.19859044698023,20.0,54.93720779415311
2021-07-11,17483.967206559442,17113.41046489224,370.556741667202,20.0,48.34125743387434
2021-07-12,16924.93671426665,17491.015791158563,-566.0790768919142,25.0,44.73823744769477
2021-07-13,16681.985515992492,16909.319883633594,-227.3343676411023,20.0,36.050903727016866
2021-07-14,16750.9618629875,16693.078530074286,57.88333291321396,21.0,39.56237671676902
2021-07-15,16217.027451671023,16753.79574200198,-536.7682903309578,20.0,41.28351445747254
2021-07-16,16031.639750155246,16248.336533282138,-216.6967831268921,22.0,37.483801836403416
