Date,Close,Open
2020-08-29,5819.496041789418,5835.895149675161
2020-08-30,5926.43309706768,5820.371265878725
2020-08-31,5912.139074146021,5927.351709688837
2020-09-01,6063.762798916007,5911.353042392871
2020-09-02,5779.564638048709,6060.928000394282
2020-09-03,5186.1447483669035,5776.177051626593
2020-09-04,5319.854935849551,5178.5191841467185
2020-09-05,5140.062014102469,5320.180729707637
2020-09-06,5198.64100949047,5138.898761460315
2020-09-07,5243.068200070159,5198.979115654994
2020-09-08,5121.679091721158,5243.026714767143
2020-09-09,5179.411434385348,5123.033047852777
2020-09-10,5242.521110902643,5179.4541910278895
2020-09-11,5262.487083337438,5245.468464032029
2020-09-12,5285.290679794597,5266.942148265372
2020-09-13,5222.762694588593,5290.458912719535
2020-09-14,5403.185851469628,5225.275051113357
2020-09-15,5458.967116237924,5401.624649408321
2020-09-16,5548.115506158973,5459.356750924959
2020-09-17,5538.834449513537,5547.294931685627
2020-09-18,5535.903415826,5540.2995728426995
2020-09-19,5610.961509705213,5530.4481712181205
2020-09-20,5530.533437411962,5611.732098097922
2020-09-21,5287.621566232852,5528.91816523946
2020-09-22,5326.2087091141475,5286.288251033789
2020-09-23,5176.226137241499,5324.735647830676
2020-09-24,5437.851418231708,5177.504174275054
2020-09-25,5404.653583728243,5438.381345410274
2020-09-26,5434.268578010135,5406.110853615562
2020-09-27,5446.862163007724,5432.267896619597
2020-09-28,5413.726154730347,5447.6143264505845
2020-09-29,5482.073023316646,5413.59770061464
2020-09-30,5452.047908513974,5481.737004456064
2020-10-01,5368.325832182559,5457.491442876728
2020-10-02,5345.437335611703,5368.470665529306
2020-10-03,5332.213102798146,5345.000645974808
2020-10-04,5393.352548915996,5332.782123490935
2020-10-05,5455.444244784815,5396.854681392164
2020-10-06,5358.771611399837,5456.927964744669
2020-10-07,5391.220147377476,5358.265589893125
2020-10-08,5516.037719880239,5391.461143960739
2020-10-09,5592.866746281164,5522.208683317472
2020-10-10,5709.66383037096,5590.179079301833
2020-10-11,5754.259596293447,5709.522004134395
2020-10-12,5842.016390781515,5758.431170053622
2020-10-13,5776.216908010271,5838.5971728562745
2020-10-14,5777.752754095319,5777.918122767043
2020-10-15,5810.362535359524,5776.25199964582
2020-10-16,5721.866699028975,5814.170697785298
2020-10-17,5740.294684647108,5721.835065544546
2020-10-18,5804.450330294157,5739.213928364339
2020-10-19,5934.013008596143,5810.330602760073
2020-10-20,6019.334355569462,5935.947400265177
2020-10-21,6476.777198296375,6017.693385300479
2020-10-22,6551.410797684157,6465.637619341511
2020-10-23,6533.59812394185,6554.284592067282
2020-10-24,6622.3002951691215,6533.615790319871
2020-10-25,6582.811963660569,6622.300788269341
2020-10-26,6602.919358292026,6582.825669944138
2020-10-27,6894.054235001216,6602.916416478557
2020-10-28,6700.03042821821,6894.0522980553005
2020-10-29,6782.981457095322,6700.03731852945
2020-10-30,6836.5886624140385,6782.977101921019
2020-10-31,6954.433439845722,6836.593555311645
2020-11-01,6934.063670437578,6954.433440976403
2020-11-02,6838.583671048982,6934.024738598111
2020-11-03,7039.124792175414,6838.564510898692
2020-11-04,7133.158011895921,7039.218730079653
2020-11-05,7858.194880484056,7133.1713527411775
2020-11-06,7857.84781984171,7858.135201420291
2020-11-07,7488.664201732837,7857.848342302647
2020-11-08,7814.486101777797,7488.6651099359615
2020-11-09,7739.329642334087,7814.50336370254
2020-11-10,7719.536280887676,7739.347795167873
2020-11-11,7926.853177128173,7719.539702289653
2020-11-12,8214.006436594635,7926.832484023906
2020-11-13,8236.969671633644,8214.054786413815
2020-11-14,8109.794340777045,8236.969671633644
2020-11-15,8051.482355816924,8109.79483882392
2020-11-16,8433.773629729487,8051.476969938837
2020-11-17,8901.72697665045,8419.290308458367
2020-11-18,8980.857440144828,8901.61743203709
2020-11-19,8986.142909346856,8980.784677634647
2020-11-20,9394.414546140284,8986.140032416619
2020-11-21,9411.374342389892,9394.415527585596
2020-11-22,9276.57333188793,9411.374342389892
2020-11-23,9281.79651516282,9276.579769022674
2020-11-24,9652.925151458698,9282.255224790053
2020-11-25,9459.76118093028,9651.401744265162
2020-11-26,8660.45459569389,9458.590715691253
2020-11-27,8639.150103439539,8662.151114174481
2020-11-28,8947.035186293351,8641.432542486806
2020-11-29,9183.13874862588,8948.152266947873
2020-11-30,9913.669137715968,9183.557877896605
2020-12-01,9497.75453632796,9917.673569787412
2020-12-02,9698.604428679588,9497.119901396241
2020-12-03,9823.716072598583,9701.039877067906
2020-12-04,9443.175555930866,9824.503561022046
2020-12-05,9674.825765879154,9442.484383544614
2020-12-06,9771.117508110432,9674.795955446958
2020-12-07,9692.74171654663,9770.102799192116
2020-12-08,9251.435349841797,9692.700942897329
2020-12-09,9370.845518228069,9251.299813629861
2020-12-10,9224.126462673908,9370.541126081396
2020-12-11,9118.824059347102,9223.595125251553
2020-12-12,9494.903676757349,9114.996659923603
2020-12-13,9667.717100234218,9496.46523815111
2020-12-14,9719.317119724576,9668.791530568358
2020-12-15,9805.043648548208,9719.456396635118
2020-12-16,10759.379455057606,9805.918892249054
2020-12-17,11507.710205378715,10758.252427608575
2020-12-18,11676.069572609422,11508.535211856568
2020-12-19,12042.863233654907,11673.491829183502
2020-12-20,11843.270127536767,12038.81205710156
2020-12-21,11501.472018064802,11841.857054904569
2020-12-22,11995.525297016127,11496.88284261525
2020-12-23,11716.28097211343,11994.992989304901
2020-12-24,11968.163572397942,11715.779491452191
2020-12-25,12434.997288499326,11966.964732141385
2020-12-26,13322.625502649229,12441.123946234415
2020-12-27,13247.767810492998,13323.802316430047
2020-12-28,13661.824319101072,13252.123321520181
2020-12-29,13800.992704422322,13660.319372042306
2020-12-30,14543.399234938603,13799.810762228277
2020-12-31,14621.529924025404,14543.710308238044
2021-01-01,14806.618564500493,14617.65921429813
2021-01-02,16190.266442204507,14807.776206950302
2021-01-03,16550.024290545392,16191.333790685292
2021-01-04,16155.325323430634,16564.739073754263
2021-01-05,17175.20014627319,16158.092333282995
2021-01-06,18608.37591162473,17185.954661470034
2021-01-07,19884.76891432056,18613.28902278101
2021-01-08,20597.780169692396,19890.18341994721
2021-01-09,20335.500449869895,20593.220704176747
2021-01-10,19383.31799688831,20335.304311682958
2021-01-11,17960.58376665849,19378.26417130746
2021-01-12,17131.260770702367,17935.170359610576
2021-01-13,18842.088854797148,17127.390476029646
2021-01-14,19791.733029530493,18846.381663049717
2021-01-15,18603.296208535838,19776.97153869642
2021-01-16,18289.695364695697,18601.374346755703
2021-01-17,18095.95299990788,18282.43432563463
2021-01-18,18519.645284458024,18096.462506926397
2021-01-19,18258.526768253167,18525.749156853668
2021-01-20,17998.311699637117,18248.34556377733
2021-01-21,15595.22198028147,17999.20147157751
2021-01-22,16703.8609254227,15590.755032737572
2021-01-23,16233.985147258472,16693.6595792152
2021-01-24,16370.622368473503,16232.39069013709
2021-01-25,16398.341262780687,16368.676837884057
2021-01-26,16505.304435750004,16394.345563401585
2021-01-27,15419.930018317997,16502.60222766474
2021-01-28,16949.538830613626,15423.870998395887
2021-01-29,17382.70391662527,17381.679836612995
2021-01-30,17358.40968245711,17372.43100415889
2021-01-31,16771.002146826017,17359.20280557431
2021-02-01,16991.513918381857,16771.092784696484
